"gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"YOR212W",1367.16414532191,-0.665705174893979,0.03006125950517,-22.1449528679758,1.16683091642735e-108,2.67787695320078e-107
"YPR007C",38.8343593709902,1.66242299830543,0.0751266572512676,22.1282705650714,1.68932945740223e-108,3.86413066917421e-107
"YIL014C-A",88.544529284931,1.21104668776012,0.0547518045203516,22.1188451845449,2.08189584252623e-108,4.74630889926923e-107
"YGR157W",1165.00438996783,-0.89394228401581,0.040418231721996,-22.1173031557765,2.15427681790054e-108,4.89511415552647e-107
"YLR452C",391.683335513916,-0.742932178876341,0.0336697780770844,-22.0652532124048,6.81858134322778e-108,1.54427409697774e-106
"YHL035C",830.49068792565,-0.755532410802625,0.03426042080231,-22.0526307940644,9.01291469878582e-108,2.03455467872591e-106
"YKL043W",1410.98969309464,-1.25231271595983,0.0569923363182239,-21.973352855152,5.17999841301863e-107,1.16549964292919e-105
"YHR174W",136426.688049055,-1.11581032992497,0.0508724751323587,-21.9334783106559,1.24534296872966e-106,2.7928945731934e-105
"YOR227W",1493.8866530343,0.765485394057958,0.0349444987517658,21.9057482980573,2.28988589250676e-106,5.11878713308736e-105
"YGR249W",596.351112788733,-0.858210800912254,0.0392045394386398,-21.8905977012041,3.19300151598764e-106,7.11450337785596e-105
"YER044C",746.684900448207,-0.762070791710312,0.0348414074002445,-21.8725605127239,4.74202593403655e-106,1.05318866309167e-104
"YPR160W",2181.93453074973,-2.41920781000158,0.111215060664398,-21.7525198075625,6.53879222951344e-105,1.44757506431511e-103
"YDR059C",422.644161489879,0.979764020658537,0.0451904112127847,21.6807945394698,3.11456457253079e-104,6.87300547495977e-103
"YOR161C",867.925113406648,-0.84326268086926,0.0389088239378471,-21.6727877001959,3.70624694302277e-104,8.15255917019546e-103
"YDR111C",845.413086790425,0.96611137394118,0.0446298852640767,21.6471848006031,6.46081365625785e-104,1.41664656125272e-102
"YMR105C",4115.11025441316,-1.5601444843151,0.0721713303767289,-21.6172332721493,1.23672483023764e-103,2.70312712894799e-102
"YIL024C",180.442074519119,1.17953315924419,0.0546090130319353,21.5996058847355,1.81154289461542e-103,3.94698507260352e-102
"YHR110W",796.326754867223,0.627776941526215,0.0291681572439175,21.5226809248338,9.5479032742238e-103,2.07373230419656e-101
"YGR197C",349.304748218396,0.582797677910945,0.027102032173269,21.5038368409054,1.43333848023517e-102,3.10331303032049e-101
"YMR291W",1866.06603406794,-0.881021848858599,0.0410194220819181,-21.4781633709794,2.49164806982752e-102,5.37774199396944e-101
"YIL051C",4243.09639660543,-0.428401404222207,0.0200005663691024,-21.4194636449905,8.79962238207205e-102,1.89329375314269e-100
"YJL213W",386.320249480508,-0.863713923797598,0.0403469505251975,-21.407167395667,1.14568067795043e-101,2.45732444476283e-100
"YMR081C",428.304135693713,-1.52394651736898,0.0712688906962344,-21.3830537066224,1.92136558600711e-101,4.10826150921086e-100
"YBR287W",2141.94118573552,-0.603039882354834,0.0282230620854361,-21.3669190298816,2.7146587146663e-101,5.78650936547289e-100
"YKR077W",282.654403633338,0.897044297079866,0.0420206023255719,21.3477258162471,4.09381241756823e-101,8.69935138733248e-100
"YNL141W",768.355579680174,-1.42766404869772,0.066916788279628,-21.334915876893,5.38412778871037e-101,1.14060676385449e-99
"YML075C",1453.92904842176,-0.722086612290151,0.033864605673301,-21.3227527069493,6.98279559772625e-101,1.47474072669771e-99
"YFL060C",129.090941787423,0.920848470371564,0.0432547518739374,21.2889550968945,1.43696118326849e-100,3.02552836293687e-99
"YKR061W",304.675174109853,-0.645160924250895,0.0303519262844202,-21.2560124917693,2.90038492265955e-100,6.08815554649725e-99
"YKR106W",86.534577443795,0.895549200569745,0.0421320363745694,21.2557777318899,2.9149261575982e-100,6.10008103193423e-99
"YLL056C",185.769758886925,0.85822230829295,0.0404341988291377,21.2251592252274,5.59364487931412e-100,1.16703772709327e-98
"YPL060W",182.838123866999,0.691432043694122,0.0326073600512346,21.2047845212769,8.62647578066824e-100,1.79435908609972e-98
"YOR204W",1108.10362873793,-1.05306520609979,0.0498575701553976,-21.1214706777239,5.04981609612628e-99,1.04722842836836e-97
"YCR021C",719.180367524725,-2.60021611860453,0.123200093034981,-21.1056343753429,7.06009956510771e-99,1.45972328846146e-97
"YBL084C",460.935835232893,0.578153724596513,0.0273995148106367,21.1008745443941,7.80786552074958e-99,1.60949563204673e-97
"YDR430C",805.766926694455,-0.431401650072815,0.020445698716698,-21.0998731836193,7.97497057180938e-99,1.63903499662411e-97
"YFR030W",776.985156583295,1.04032315746572,0.049340422713826,21.0846016358552,1.10136992810387e-98,2.25682498660569e-97
"YIL055C",402.393633518794,0.702154116291268,0.033358503003958,21.0487298008534,2.34890659174701e-98,4.79887889738225e-97
"YLR155C",1201.32244664369,0.810797806860267,0.0385426580984424,21.0363749378519,3.04808128588938e-98,6.20888747140485e-97
"YBR238C",369.913602692486,-1.78774856698434,0.0850651431206147,-21.0162294613373,4.66016570069123e-98,9.46467281689059e-97
"YIL077C",663.823061336229,0.531258980983929,0.0252891168560865,21.0074153244331,5.61066746574918e-98,1.13616016181421e-96
